code,description,last_updated
130010035%,"dextrose/0.45% normal saline with potassium chloride and magnesium sulfate,  5%",2025-09-01
1300200410,00 ml,2025-09-01
140010035%,"dextrose/0.45% normal saline with potassium chloride and magnesium sulfate,  D5",2025-09-01
1400200415,00 ml,2025-09-01
35001003Ho,"me infusion therapy, routine service of infusion device (e.g., pump           Hi",2025-09-01
35002004ma,intenance),2025-09-01
36001003Ho,"me infusion therapy, repair of infusion device (e.g., pump repair)            Hi",2025-09-01
00001003Da,"y care services, adult; per 15 minutes                                        Ad",2025-09-01
01001003Da,"y care services, adult; per half day                                          Ad",2025-09-01
02001003Da,"y care services, adult; per diem                                              Ad",2025-09-01
05001003Da,"y care services, center-based; services not included in program fee, per diem Ce",2025-09-01
08001003Ho,"me care training to home care client, per 15 minutes                          Ho",2025-09-01
09001003Ho,"me care training to home care client, per session                             Ho",2025-09-01
10001003Ho,"me care training, family; per 15 minutes                                      Fa",2025-09-01
11001003Ho,"me care training, family; per session                                         Fa",2025-09-01
15001003Ho,"me care training, non-family; per 15 minutes                                  No",2025-09-01
16001003Ho,"me care training, non-family; per session                                     No",2025-09-01
20001003Ch,ore services; per 15 minutes                                                  Ch,2025-09-01
21001003Ch,ore services; per diem                                                        Ch,2025-09-01
25001003At,tendant care services; per 15 minutes                                         At,2025-09-01
26001003At,tendant care services; per diem                                               At,2025-09-01
30001003Ho,"memaker service, nos; per 15 minutes                                          Ho",2025-09-01
31001003Ho,"memaker service, nos; per diem                                                Ho",2025-09-01
35001003Co,"mpanion care, adult (e.g., iadl/adl); per 15 minutes                          Ad",2025-09-01
36001003Co,"mpanion care, adult (e.g., iadl/adl); per diem                                Ad",2025-09-01
40001003Fo,"ster care, adult; per diem                                                    Ad",2025-09-01
41001003Fo,"ster care, adult; per month                                                   Ad",2025-09-01
45001003Fo,"ster care, therapeutic, child; per diem                                       Ch",2025-09-01
46001003Fo,"ster care, therapeutic, child; per month                                      Th",2025-09-01
50001003Un,"skilled respite care, not hospice; per 15 minutes                             Un",2025-09-01
51001003Un,"skilled respite care, not hospice; per diem                                   Un",2025-09-01
60001003Em,ergency response system; installation and testing                             Em,2025-09-01
61001003Em,"ergency response system; service fee, per month (excludes installation and    Em",2025-09-01
61002004te,sting),2025-09-01
62001003Em,ergency response system; purchase only                                        Em,2025-09-01
65001003Ho,me modifications; per service                                                 Ho,2025-09-01
70001003Ho,"me delivered meals, including preparation; per meal                           Ho",2025-09-01
75001003La,"undry service, external, professional; per order                              La",2025-09-01
80001003Ho,"me health respiratory therapy, initial evaluation                             Hh",2025-09-01
81001003Ho,"me health respiratory therapy, nos, per diem                                  Hh",2025-09-01
85001003Me,"dication reminder service, non-face-to-face; per month                        Me",2025-09-01
90001003We,"llness assessment, performed by non-physician                                 We",2025-09-01
99001003Pe,"rsonal care item, nos, each                                                   Pe",2025-09-01
97001003Ho,"me infusion therapy, catheter care / maintenance, not otherwise classified;   Hi",2025-09-01
97002004in,"cludes administrative services, professional pharmacy services, care",2025-09-01
97003004co,"ordination, and all necessary supplies and equipment (drugs and nursing",2025-09-01
97004004vi,"sits coded separately), per diem",2025-09-01
98001003Ho,"me infusion therapy, catheter care / maintenance, simple (single lumen),      Hi",2025-09-01
98002004in,"cludes administrative services, professional pharmacy services, care",2025-09-01
98003004co,"ordination and all necessary supplies and equipment, (drugs and nursing",2025-09-01
98004004vi,"sits coded separately), per diem",2025-09-01
01001003Ho,"me infusion therapy, catheter care / maintenance, complex (more than one      Hi",2025-09-01
01002004lu,"men), includes administrative services, professional pharmacy services, care",2025-09-01
01003004co,"ordination, and all necessary supplies and equipment (drugs and nursing",2025-09-01
01004004vi,"sits coded separately), per diem",2025-09-01
02001003Ho,"me infusion therapy, catheter care / maintenance, implanted access device,    Hi",2025-09-01
02002004in,"cludes administrative services, professional pharmacy services, care",2025-09-01
02003004co,"ordination and all necessary supplies and equipment, (drugs and nursing",2025-09-01
02004004vi,"sits coded separately), per diem (use this code for interim maintenance of",2025-09-01
02005004va,scular access not currently in use),2025-09-01
17001003Ho,"me infusion therapy, all supplies necessary for restoration of catheter       Hi",2025-09-01
17002004pa,tency or declotting,2025-09-01
18001003Ho,"me infusion therapy, all supplies necessary for catheter repair               Hi",2025-09-01
20001003Ho,"me infusion therapy, all supplies (including catheter) necessary for a        Hi",2025-09-01
20002004pe,ripherally inserted central venous catheter (picc) line insertion,2025-09-01
21001003Ho,"me infusion therapy, all supplies (including catheter) necessary for a        Hi",2025-09-01
21002004mi,dline catheter insertion,2025-09-01
22001003Ho,"me infusion therapy, insertion of peripherally inserted central venous        Hi",2025-09-01
22002004ca,"theter (picc), nursing services only (no supplies or catheter included)",2025-09-01
23001003Ho,"me infusion therapy, insertion of midline venous catheter, nursing services   Hi",2025-09-01
23002004on,ly (no supplies or catheter included),2025-09-01
50001003In,"sulin, rapid onset, 5 units                                                   In",2025-09-01
51001003In,"sulin, most rapid onset (lispro or aspart); 5 units                           In",2025-09-01
52001003In,"sulin, intermediate acting (nph or lente); 5 units                            In",2025-09-01
53001003In,"sulin, long acting; 5 units                                                   In",2025-09-01
60001003In,"sulin delivery device, reusable pen; 1.5 ml size                              In",2025-09-01
61001003In,"sulin delivery device, reusable pen; 3 ml size                                In",2025-09-01
65001003In,sulin cartridge for use in insulin delivery device other than pump; 150 units In,2025-09-01
66001003In,sulin cartridge for use in insulin delivery device other than pump; 300 units In,2025-09-01
70001003In,"sulin delivery device, disposable pen (including insulin); 1.5 ml size        In",2025-09-01
71001003In,"sulin delivery device, disposable pen (including insulin); 3 ml size          In",2025-09-01
30001003Sc,leral application of tantalum ring(s) for localization of lesions for proton  Ta,2025-09-01
30002004be,am therapy,2025-09-01
32001003Lo,w-dose computed tomography for lung cancer screening                          Lo,2025-09-01
35001003Ma,gnetic source imaging                                                         Ma,2025-09-01
37001003Ma,gnetic resonance cholangiopancreatography (mrcp)                              Mr,2025-09-01
40001003To,pographic brain mapping                                                       To,2025-09-01
42001003Ma,"gnetic resonance imaging (mri), low-field                                     Mr",2025-09-01
55001003Ul,"trasound guidance for multifetal pregnancy reduction(s), technical component  Us",2025-09-01
55002004(o,nly to be used when the physician doing the reduction procedure does not,2025-09-01
